ticker,created,id,polarity1,sentiment,subjectivity1,polarity2,subjectivity2
AMAT,Mon Apr 04 15:55:53 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
AMAT,Fri Apr 01 20:39:49 +0000 2022,1.51E+18,0,neutral,0,0,0
AMAT,Fri Apr 01 20:21:08 +0000 2022,1.51E+18,-0.015151515,negative,0.393939394,-0.015151515,0.393939394
AMAT,Fri Apr 01 18:41:59 +0000 2022,1.51E+18,0,neutral,0,0,0
AMAT,Thu Mar 31 14:06:18 +0000 2022,1.51E+18,0,neutral,0,0,0
AMAT,Thu Mar 31 00:25:13 +0000 2022,1.51E+18,0.1,positive,0.4,0.1,0.4
APTV,Mon Apr 04 15:16:26 +0000 2022,1.51E+18,0,neutral,0,0,0
APTV,Mon Apr 04 14:20:29 +0000 2022,1.51E+18,0,neutral,0,0,0
APTV,Mon Apr 04 14:20:29 +0000 2022,1.51E+18,0,neutral,0,0,0
APTV,Sat Apr 02 00:00:51 +0000 2022,1.51E+18,0,neutral,0,0,0
APTV,Fri Apr 01 20:35:55 +0000 2022,1.51E+18,0.125,positive,0.166666667,0.125,0.166666667
APTV,Fri Apr 01 14:46:45 +0000 2022,1.51E+18,0,neutral,0,0,0
APTV,Thu Mar 31 20:02:38 +0000 2022,1.51E+18,0,neutral,0,0,0
APTV,Wed Mar 30 22:30:02 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
ANET,Mon Apr 04 20:06:46 +0000 2022,1.51E+18,0,neutral,0,0,0
ANET,Sun Apr 03 10:35:28 +0000 2022,1.51E+18,0,neutral,0,0,0
ANET,Thu Mar 31 02:15:34 +0000 2022,1.51E+18,0,neutral,0,0,0
AIZ,Fri Apr 01 19:36:45 +0000 2022,1.51E+18,0,neutral,0,0,0
AIZ,Thu Mar 31 18:10:45 +0000 2022,1.51E+18,0,neutral,0,0,0
T,Mon Apr 04 21:42:52 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
T,Mon Apr 04 19:57:47 +0000 2022,1.51E+18,0,neutral,0,0,0
T,Mon Apr 04 14:36:06 +0000 2022,1.51E+18,0,neutral,0,0,0
T,Mon Apr 04 13:42:23 +0000 2022,1.51E+18,0,neutral,0,0,0
T,Mon Apr 04 11:04:11 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
T,Mon Apr 04 00:20:48 +0000 2022,1.51E+18,0,neutral,0,0,0
T,Mon Apr 04 00:07:47 +0000 2022,1.51E+18,-0.4,negative,0.7,-0.4,0.7
T,Sun Apr 03 18:42:07 +0000 2022,1.51E+18,0,neutral,0.75,0,0.75
T,Sun Apr 03 18:05:32 +0000 2022,1.51E+18,0.136363636,positive,0.5,0.136363636,0.5
T,Sun Apr 03 02:07:04 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
T,Sun Apr 03 02:06:54 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
T,Sun Apr 03 01:28:19 +0000 2022,1.51E+18,-0.202777778,negative,0.269444444,-0.25,0.25
T,Sun Apr 03 00:30:28 +0000 2022,1.51E+18,0,neutral,0.3,0,0.3
T,Sat Apr 02 23:30:19 +0000 2022,1.51E+18,0,neutral,0.033333333,0,0
T,Sat Apr 02 17:56:17 +0000 2022,1.51E+18,0,neutral,0,0,0
T,Sat Apr 02 14:40:17 +0000 2022,1.51E+18,0,neutral,0.3,0,0.3
T,Sat Apr 02 10:05:49 +0000 2022,1.51E+18,0.136363636,positive,0.5,0.136363636,0.5
T,Sat Apr 02 07:05:18 +0000 2022,1.51E+18,0.193181818,positive,0.675,0.193181818,0.675
T,Sat Apr 02 06:10:29 +0000 2022,1.51E+18,0,neutral,0.3,0,0.3
T,Fri Apr 01 21:12:08 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
ATO,Fri Apr 01 02:57:28 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
ADSK,Mon Apr 04 15:02:56 +0000 2022,1.51E+18,0,neutral,0.1,0,0
ADSK,Sun Apr 03 11:24:22 +0000 2022,1.51E+18,0,neutral,0,0,0
ADSK,Fri Apr 01 17:04:26 +0000 2022,1.51E+18,0,neutral,0,0,0
ADSK,Thu Mar 31 15:17:58 +0000 2022,1.51E+18,0.16,positive,0.54,0.16,0.54
ADSK,Thu Mar 31 08:00:16 +0000 2022,1.51E+18,-0.140740741,negative,0.185185185,-0.140740741,0.185185185
ADSK,Wed Mar 30 17:45:30 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
ADSK,Wed Mar 30 17:44:39 +0000 2022,1.51E+18,0,neutral,0,0,0
ADSK,Wed Mar 30 17:44:39 +0000 2022,1.51E+18,0,neutral,0,0,0
AZO,Thu Mar 31 14:14:00 +0000 2022,1.51E+18,-0.3,negative,0.5,-0.3,0.5
AVB,Sat Apr 02 16:37:34 +0000 2022,1.51E+18,0,neutral,0,0,0
AVB,Thu Mar 31 13:01:26 +0000 2022,1.51E+18,-0.140740741,negative,0.185185185,-0.140740741,0.185185185
AVY,Sat Apr 02 17:07:26 +0000 2022,1.51E+18,0.16,positive,0.54,0.16,0.54
BKR,Mon Apr 04 16:58:46 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
BKR,Thu Mar 31 21:56:14 +0000 2022,1.51E+18,0,neutral,0,0,0
BLL,Thu Mar 31 12:00:28 +0000 2022,1.51E+18,-0.140740741,negative,0.185185185,-0.140740741,0.185185185
BAC,Mon Apr 04 21:38:05 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
BAC,Mon Apr 04 18:33:31 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
BAC,Mon Apr 04 17:42:28 +0000 2022,1.51E+18,0,neutral,0,0,0
BAC,Mon Apr 04 15:17:48 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
BAC,Mon Apr 04 14:47:21 +0000 2022,1.51E+18,0,neutral,0,0,0
BAC,Mon Apr 04 14:32:13 +0000 2022,1.51E+18,0,neutral,0,0,0
BAC,Mon Apr 04 14:21:46 +0000 2022,1.51E+18,0,neutral,0,0,0
BAC,Mon Apr 04 13:51:07 +0000 2022,1.51E+18,0,neutral,0,0,0
BAC,Mon Apr 04 13:00:02 +0000 2022,1.51E+18,0,neutral,0,0,0
BAC,Mon Apr 04 11:11:38 +0000 2022,1.51E+18,0,neutral,0,0,0
BAC,Mon Apr 04 00:01:35 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
BAC,Mon Apr 04 00:01:29 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
BAC,Sun Apr 03 00:00:31 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
BAC,Sun Apr 03 00:00:27 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
BAC,Sat Apr 02 00:00:48 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
BAC,Sat Apr 02 00:00:41 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
BAC,Fri Apr 01 21:00:14 +0000 2022,1.51E+18,0.183333333,positive,0.55,0.183333333,0.55
BAC,Fri Apr 01 19:40:43 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
BAC,Fri Apr 01 19:20:49 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
BAC,Fri Apr 01 19:19:57 +0000 2022,1.51E+18,0,neutral,0,0,0
BBWI,Sat Apr 02 00:30:26 +0000 2022,1.51E+18,0,neutral,0,0,0
BBWI,Fri Apr 01 14:17:13 +0000 2022,1.51E+18,0,neutral,0,0,0
BBWI,Thu Mar 31 22:30:00 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
BBWI,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral,0,0,0
BBWI,Wed Mar 30 23:32:17 +0000 2022,1.51E+18,0.16,positive,0.54,0.16,0.54
BAX,Mon Apr 04 17:44:40 +0000 2022,1.51E+18,0,neutral,0,0,0
BAX,Mon Apr 04 14:04:34 +0000 2022,1.51E+18,0,neutral,0,0,0
BAX,Mon Apr 04 13:07:39 +0000 2022,1.51E+18,0,neutral,0.1,0,0
BAX,Thu Mar 31 19:37:37 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
BDX,Mon Apr 04 18:21:03 +0000 2022,1.51E+18,0,neutral,0.4,0,0.4
BDX,Sun Apr 03 02:53:21 +0000 2022,1.51E+18,0,neutral,0,0,0
BDX,Sun Apr 03 01:01:24 +0000 2022,1.51E+18,-0.140740741,negative,0.185185185,-0.140740741,0.185185185
BDX,Sat Apr 02 00:44:12 +0000 2022,1.51E+18,0,neutral,0,0,0
BDX,Fri Apr 01 14:58:27 +0000 2022,1.51E+18,0,neutral,0,0,0
BDX,Thu Mar 31 23:59:23 +0000 2022,1.51E+18,0,neutral,0,0,0
BDX,Thu Mar 31 22:30:02 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
BDX,Thu Mar 31 11:00:52 +0000 2022,1.51E+18,0,neutral,0,0,0
BDX,Thu Mar 31 10:51:56 +0000 2022,1.51E+18,0,neutral,0,0,0
WRB,Mon Apr 04 20:10:49 +0000 2022,1.51E+18,0.25,positive,0.333333333,0.25,0.333333333
BRK.B,Sat Apr 02 03:27:25 +0000 2022,1.51E+18,0,neutral,0,0,0
BRK.B,Fri Apr 01 17:39:06 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
BRK.B,Thu Mar 31 20:24:07 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
BBY,Mon Apr 04 11:14:45 +0000 2022,1.51E+18,-0.033333333,positive,0.433333333,0.05,0.55
BBY,Sat Apr 02 19:01:05 +0000 2022,1.51E+18,0.315555556,positive,0.231111111,0.315555556,0.231111111
BBY,Sat Apr 02 06:01:43 +0000 2022,1.51E+18,0.315555556,positive,0.231111111,0.315555556,0.231111111
BBY,Sat Apr 02 00:14:42 +0000 2022,1.51E+18,0.15,positive,0.35,0.5,0.5
BBY,Fri Apr 01 15:42:34 +0000 2022,1.51E+18,0,neutral,0,0,0
BBY,Thu Mar 31 21:14:42 +0000 2022,1.51E+18,0.266666667,positive,0.4,0.5,0.5
TECH,Mon Apr 04 17:18:13 +0000 2022,1.51E+18,0,neutral,0,0,0
BIIB,Mon Apr 04 20:21:15 +0000 2022,1.51E+18,0,neutral,0.39,0,0.39
BIIB,Mon Apr 04 20:07:57 +0000 2022,1.51E+18,0.168181818,positive,0.377272727,0.168181818,0.377272727
BIIB,Mon Apr 04 19:42:18 +0000 2022,1.51E+18,0.016071429,positive,0.582142857,0.016071429,0.582142857
BIIB,Mon Apr 04 00:54:10 +0000 2022,1.51E+18,-0.2,negative,0.4,-0.2,0.4
BIIB,Fri Apr 01 20:21:15 +0000 2022,1.51E+18,0,neutral,0.39,0,0.39
BIIB,Fri Apr 01 17:24:08 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
BIIB,Thu Mar 31 00:40:07 +0000 2022,1.51E+18,0.136111111,positive,0.315972222,0.233333333,0.325
BIIB,Wed Mar 30 23:42:06 +0000 2022,1.51E+18,-0.2,negative,0.4,-0.2,0.4
BIIB,Wed Mar 30 22:51:05 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
BIIB,Wed Mar 30 22:37:25 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
BIIB,Wed Mar 30 20:21:14 +0000 2022,1.51E+18,0,neutral,0.39,0,0.39
BIIB,Wed Mar 30 19:07:41 +0000 2022,1.51E+18,0.16,positive,0.54,0.16,0.54
BIIB,Wed Mar 30 17:33:06 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
BLK,Mon Apr 04 10:24:05 +0000 2022,1.51E+18,0,neutral,0.4,0,0.4
BLK,Thu Mar 31 20:18:09 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
BLK,Thu Mar 31 14:57:05 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
BLK,Thu Mar 31 14:53:01 +0000 2022,1.51E+18,0,neutral,0.4,0,0.4
BLK,Wed Mar 30 21:18:59 +0000 2022,1.51E+18,0,neutral,0,0,0
BK,Fri Apr 01 21:21:05 +0000 2022,1.51E+18,0,neutral,0,0,0
BK,Fri Apr 01 16:52:41 +0000 2022,1.51E+18,0.16,positive,0.54,0.16,0.54
BK,Thu Mar 31 20:12:09 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
BK,Thu Mar 31 18:49:24 +0000 2022,1.51E+18,0.55,positive,0.75,0.55,0.75
BK,Thu Mar 31 14:51:06 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
BK,Wed Mar 30 22:54:06 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
BK,Wed Mar 30 20:52:09 +0000 2022,1.51E+18,0,neutral,0,0,0
BK,Wed Mar 30 17:36:08 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
BA,Mon Apr 04 21:52:29 +0000 2022,1.51E+18,0.2,negative,0.45,-0.1,0.4
BA,Mon Apr 04 16:14:45 +0000 2022,1.51E+18,0.5,positive,0.5,0.5,0.5
BA,Mon Apr 04 00:47:00 +0000 2022,1.51E+18,0,neutral,0,0,0
BA,Sat Apr 02 13:36:15 +0000 2022,1.51E+18,-0.166666667,negative,0.333333333,-0.166666667,0.333333333
BA,Fri Apr 01 17:02:39 +0000 2022,1.51E+18,0.7,positive,0.6,0.7,0.6
BA,Fri Apr 01 06:14:42 +0000 2022,1.51E+18,-0.1,negative,0.566666667,-0.05,0.75
BA,Thu Mar 31 21:14:42 +0000 2022,1.51E+18,0.266666667,positive,0.4,0.5,0.5
BA,Thu Mar 31 20:20:55 +0000 2022,1.51E+18,0,neutral,0.39,0,0.39
BA,Thu Mar 31 20:03:06 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
BA,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral,0,0,0
BA,Thu Mar 31 15:15:54 +0000 2022,1.51E+18,0,neutral,0,0,0
BA,Thu Mar 31 13:10:17 +0000 2022,1.51E+18,0,neutral,0.283333333,0,0.283333333
BA,Thu Mar 31 09:11:05 +0000 2022,1.51E+18,0,neutral,0,0,0
BA,Wed Mar 30 17:34:19 +0000 2022,1.51E+18,0,neutral,0,0,0
BA,Wed Mar 30 17:34:18 +0000 2022,1.51E+18,0,neutral,0,0,0
BKNG,Mon Apr 04 20:44:57 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
BKNG,Mon Apr 04 13:57:13 +0000 2022,1.51E+18,0,neutral,0.1,0,0.1
BKNG,Thu Mar 31 14:54:08 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
BKNG,Wed Mar 30 22:57:06 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
BKNG,Wed Mar 30 17:39:06 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
BWA,Sat Apr 02 00:14:36 +0000 2022,1.51E+18,0,neutral,0,0,0
BWA,Fri Apr 01 14:42:10 +0000 2022,1.51E+18,0,neutral,0,0,0
BWA,Fri Apr 01 11:03:50 +0000 2022,1.51E+18,0.4,positive,0.7,0.4,0.7
BXP,Sat Apr 02 00:49:07 +0000 2022,1.51E+18,0.16,positive,0.54,0.16,0.54
BSX,Mon Apr 04 22:30:00 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
BSX,Mon Apr 04 20:23:03 +0000 2022,1.51E+18,0.1,positive,0.366666667,0.075,0.275
BSX,Mon Apr 04 20:22:14 +0000 2022,1.51E+18,0,neutral,0.75,0,0.75
BSX,Sat Apr 02 20:13:40 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
BSX,Wed Mar 30 22:30:02 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
BMY,Mon Apr 04 18:10:35 +0000 2022,1.51E+18,0,neutral,0,0,0
BMY,Mon Apr 04 16:31:18 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
BMY,Mon Apr 04 14:05:39 +0000 2022,1.51E+18,-0.075,negative,0.575,-0.075,0.575
BMY,Mon Apr 04 14:05:34 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
BMY,Mon Apr 04 13:30:01 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
BMY,Sat Apr 02 13:37:08 +0000 2022,1.51E+18,0.375,positive,0.875,0.375,0.875
BMY,Fri Apr 01 17:36:08 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
BMY,Fri Apr 01 01:39:05 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
BMY,Thu Mar 31 20:21:06 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
BMY,Thu Mar 31 20:00:37 +0000 2022,1.51E+18,0,neutral,0,0,0
BMY,Thu Mar 31 17:00:36 +0000 2022,1.51E+18,0,neutral,0.1,0,0
BMY,Thu Mar 31 13:56:39 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
BMY,Wed Mar 30 23:06:07 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
BMY,Wed Mar 30 21:16:04 +0000 2022,1.51E+18,0,neutral,0,0,0
BMY,Wed Mar 30 19:31:29 +0000 2022,1.51E+18,0,neutral,0,0,0
BMY,Wed Mar 30 19:31:16 +0000 2022,1.51E+18,0,neutral,0,0,0
BMY,Wed Mar 30 19:31:05 +0000 2022,1.51E+18,0,neutral,0,0,0
AVGO,Sun Apr 03 12:02:59 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
AVGO,Sun Apr 03 08:55:36 +0000 2022,1.51E+18,0,neutral,0,0,0
AVGO,Fri Apr 01 22:40:18 +0000 2022,1.51E+18,0.16,positive,0.54,0.16,0.54
AVGO,Fri Apr 01 17:12:08 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
AVGO,Fri Apr 01 01:42:37 +0000 2022,1.51E+18,0.19012987,positive,0.455194805,0.19012987,0.455194805
AVGO,Fri Apr 01 01:42:34 +0000 2022,1.51E+18,0,neutral,0.375,0,0.375
AVGO,Wed Mar 30 22:39:05 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
AVGO,Wed Mar 30 20:35:18 +0000 2022,1.51E+18,0.075,positive,0.4,0.06,0.32
AVGO,Wed Mar 30 20:35:01 +0000 2022,1.51E+18,0,neutral,0.75,0,0.75
AVGO,Wed Mar 30 20:34:34 +0000 2022,1.51E+18,0,neutral,0.3,0,0.3
BR,Wed Mar 30 23:02:14 +0000 2022,1.51E+18,0.16,positive,0.54,0.16,0.54
BRO,Sun Apr 03 15:16:58 +0000 2022,1.51E+18,0,neutral,0,0,0
BRO,Sun Apr 03 13:09:25 +0000 2022,1.51E+18,-0.333333333,negative,0.433333333,-0.333333333,0.433333333
BRO,Fri Apr 01 14:23:12 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
BRO,Fri Apr 01 10:47:20 +0000 2022,1.51E+18,0,neutral,0,0,0
BRO,Thu Mar 31 20:48:08 +0000 2022,1.51E+18,0,neutral,0,0,0
BF.B,Sat Apr 02 18:25:49 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
CHRW,Mon Apr 04 22:53:04 +0000 2022,1.51E+18,0.16,positive,0.54,0.16,0.54
CHRW,Sat Apr 02 00:02:23 +0000 2022,1.51E+18,0,neutral,0,0,0
CHRW,Thu Mar 31 00:22:22 +0000 2022,1.51E+18,0.16,positive,0.54,0.16,0.54
CDNS,Thu Mar 31 21:57:22 +0000 2022,1.51E+18,0.16,positive,0.54,0.16,0.54
CZR,Mon Apr 04 21:06:16 +0000 2022,1.51E+18,0,neutral,0,0,0
CZR,Mon Apr 04 17:42:07 +0000 2022,1.51E+18,0,neutral,0,0,0
CZR,Mon Apr 04 16:13:21 +0000 2022,1.51E+18,0,neutral,0,0,0
CZR,Mon Apr 04 14:13:43 +0000 2022,1.51E+18,0,neutral,0,0,0
CZR,Mon Apr 04 13:42:56 +0000 2022,1.51E+18,0,neutral,0,0,0
CZR,Sun Apr 03 20:21:05 +0000 2022,1.51E+18,0,neutral,0,0,0
CZR,Sat Apr 02 16:15:31 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
CZR,Fri Apr 01 14:35:20 +0000 2022,1.51E+18,0,neutral,0,0,0
CZR,Fri Apr 01 12:01:04 +0000 2022,1.51E+18,0.25,positive,0.333333333,0.25,0.333333333
CPT,Fri Apr 01 22:30:00 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
CPB,Mon Apr 04 17:15:29 +0000 2022,1.51E+18,0,neutral,0.4,0,0.4
CPB,Mon Apr 04 07:05:22 +0000 2022,1.51E+18,0,neutral,0,0,0
CPB,Sun Apr 03 01:15:08 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
CPB,Sat Apr 02 04:29:07 +0000 2022,1.51E+18,-0.1,negative,0.6,-0.1,0.6
CPB,Fri Apr 01 11:12:00 +0000 2022,1.51E+18,0,neutral,0,0,0
CPB,Thu Mar 31 11:00:38 +0000 2022,1.51E+18,-0.140740741,negative,0.185185185,-0.140740741,0.185185185
COF,Sun Apr 03 14:23:28 +0000 2022,1.51E+18,0,neutral,0,0,0
COF,Fri Apr 01 21:02:34 +0000 2022,1.51E+18,0,neutral,0,0,0
COF,Fri Apr 01 14:27:37 +0000 2022,1.51E+18,0.125,positive,0.166666667,0.125,0.166666667
COF,Thu Mar 31 20:42:07 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
COF,Thu Mar 31 18:49:24 +0000 2022,1.51E+18,0.55,positive,0.75,0.55,0.75
COF,Wed Mar 30 23:27:05 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
COF,Wed Mar 30 18:09:06 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
CAH,Mon Apr 04 11:00:59 +0000 2022,1.51E+18,-0.140740741,negative,0.185185185,-0.140740741,0.185185185
CAH,Sat Apr 02 22:48:09 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
CAH,Fri Apr 01 10:57:37 +0000 2022,1.51E+18,0,neutral,0,0,0
KMX,Mon Apr 04 17:18:42 +0000 2022,1.51E+18,0,neutral,0,0,0
KMX,Mon Apr 04 13:59:29 +0000 2022,1.51E+18,0,neutral,0,0,0
KMX,Fri Apr 01 19:21:18 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
CCL,Mon Apr 04 20:11:43 +0000 2022,1.51E+18,0,neutral,0,0,0
CCL,Fri Apr 01 13:48:28 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
CCL,Thu Mar 31 16:44:59 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
CCL,Thu Mar 31 15:00:05 +0000 2022,1.51E+18,-0.1,negative,0.4,-0.1,0.4
CARR,Mon Apr 04 17:10:43 +0000 2022,1.51E+18,0,neutral,0,0,0
CARR,Mon Apr 04 14:24:24 +0000 2022,1.51E+18,0,neutral,0,0,0
CARR,Wed Mar 30 19:48:30 +0000 2022,1.51E+18,0,neutral,0,0,0
CTLT,Sun Apr 03 17:22:29 +0000 2022,1.51E+18,0.16,positive,0.54,0.16,0.54
CAT,Mon Apr 04 18:03:46 +0000 2022,1.51E+18,0,neutral,0,0,0
CAT,Sun Apr 03 12:23:20 +0000 2022,1.51E+18,0,neutral,0,0,0
CAT,Fri Apr 01 17:45:17 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
CAT,Fri Apr 01 07:14:42 +0000 2022,1.51E+18,0.266666667,positive,0.4,0.5,0.5
CAT,Wed Mar 30 23:15:19 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
CBRE,Mon Apr 04 18:30:27 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
CBRE,Sat Apr 02 01:06:52 +0000 2022,1.51E+18,0,neutral,0,0,0
CDW,Mon Apr 04 13:03:42 +0000 2022,1.51E+18,0,neutral,0,0,0
CDW,Thu Mar 31 22:54:14 +0000 2022,1.51E+18,0,neutral,0,0,0
CE,Sun Apr 03 02:33:37 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
CE,Sat Apr 02 02:14:49 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
CNC,Mon Apr 04 11:44:12 +0000 2022,1.51E+18,0.068181818,positive,0.227272727,0.068181818,0.227272727
CNC,Thu Mar 31 10:14:41 +0000 2022,1.51E+18,0.5,positive,0.5,0.5,0.5
CNP,Mon Apr 04 21:34:02 +0000 2022,1.51E+18,0,neutral,0.3,0,0.3
CNP,Thu Mar 31 21:26:12 +0000 2022,1.51E+18,0,neutral,0,0,0
CNP,Thu Mar 31 01:49:46 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
CDAY,Mon Apr 04 18:24:26 +0000 2022,1.51E+18,0,neutral,0,0,0
CDAY,Mon Apr 04 13:42:56 +0000 2022,1.51E+18,0,neutral,0,0,0
CDAY,Thu Mar 31 12:05:30 +0000 2022,1.51E+18,0,neutral,0,0,0
CF,Fri Apr 01 15:48:15 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
CRL,Thu Mar 31 04:01:09 +0000 2022,1.51E+18,-0.084444444,negative,0.111111111,-0.084444444,0.111111111
CRL,Wed Mar 30 20:55:06 +0000 2022,1.51E+18,0,neutral,0,0,0
SCHW,Thu Mar 31 14:31:51 +0000 2022,1.51E+18,0,neutral,0,0,0
SCHW,Thu Mar 31 13:39:49 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
SCHW,Thu Mar 31 13:30:47 +0000 2022,1.51E+18,0,neutral,0,0,0
CHTR,Mon Apr 04 00:38:46 +0000 2022,1.51E+18,0.106666667,positive,0.526666667,0.106666667,0.526666667
CHTR,Fri Apr 01 18:07:57 +0000 2022,1.51E+18,0.125,positive,0.166666667,0.125,0.166666667
CHTR,Fri Apr 01 10:52:21 +0000 2022,1.51E+18,0.16,positive,0.54,0.16,0.54
CHTR,Thu Mar 31 20:33:05 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
CHTR,Thu Mar 31 15:15:20 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
CVX,Mon Apr 04 20:05:11 +0000 2022,1.51E+18,0,neutral,0.1,0,0
CVX,Mon Apr 04 13:30:05 +0000 2022,1.51E+18,0.275,positive,0.5,0.2,0.5
CVX,Sun Apr 03 23:46:02 +0000 2022,1.51E+18,0.125,positive,0.313888889,0.25,0.283333333
CVX,Sun Apr 03 19:00:27 +0000 2022,1.51E+18,0.35,positive,0.55,0.35,0.55
CVX,Sun Apr 03 19:00:21 +0000 2022,1.51E+18,0.2,positive,0.6,0.2,0.6
CVX,Sat Apr 02 11:10:28 +0000 2022,1.51E+18,0,neutral,0.3,0,0.3
CVX,Fri Apr 01 17:26:17 +0000 2022,1.51E+18,0.016071429,positive,0.582142857,0.016071429,0.582142857
CVX,Fri Apr 01 17:24:54 +0000 2022,1.51E+18,0.016071429,positive,0.582142857,0.016071429,0.582142857
CVX,Thu Mar 31 23:00:02 +0000 2022,1.51E+18,0,neutral,0.3,0,0.3
CVX,Thu Mar 31 21:03:05 +0000 2022,1.51E+18,1,positive,0.3,1,0.3
CVX,Thu Mar 31 17:16:16 +0000 2022,1.51E+18,0,neutral,0,0,0
CVX,Thu Mar 31 13:06:13 +0000 2022,1.51E+18,0,neutral,0.1,0,0
CVX,Thu Mar 31 08:38:11 +0000 2022,1.51E+18,0,neutral,0.5,0,0.5
CMG,Mon Apr 04 20:20:39 +0000 2022,1.51E+18,0,neutral,0.39,0,0.39
